date,open,high,low,close,volume
11/1/2023,76.5433135,76.9299872,75.69631195,75.69631195,339500
11/2/2023,76.59855188,79.91291804,75.9540957,79.80243683,613434
11/3/2023,81.12817846,83.57711883,81.10976141,82.98789978,761339
11/6/2023,83.31933616,84.09268353,82.63805294,83.15361786,0
11/7/2023,82.71170114,83.17202897,81.55168006,82.28820038,251323
11/8/2023,81.88311744,83.04313852,81.51485376,82.01200867,236758
11/9/2023,82.21455489,82.38027319,80.90721848,81.23865509,287231
11/10/2023,80.63101951,80.98086611,79.54464562,80.48371124,202743
11/13/2023,80.88880891,81.07293724,79.80243492,80.90721893,216516
11/14/2023,81.93835783,84.92128035,81.38596581,84.55301666,448503
11/15/2023,85.17906413,85.69463611,83.61395222,84.05587006,380909
11/16/2023,83.57711911,84.00061987,82.93266296,82.93266296,238313
11/17/2023,82.85900741,84.27681794,82.73011618,83.70600891,280445
11/20/2023,83.77966301,83.96379133,82.43550662,83.63235474,244095
11/21/2023,83.54029249,83.94538323,82.08566189,82.60122681,225162
11/22/2023,82.6012286,83.22727474,81.27548218,81.27548218,480369
11/23/2023,81.29389681,81.62533341,77.64809425,77.79540253,819054
11/24/2023,77.61127197,79.61830151,77.00363588,79.26844788,445411
11/27/2023,79.34210458,79.43416874,77.61127448,77.74016571,383290
11/28/2023,77.51920319,77.62968439,76.35918212,77.51920319,295851
11/29/2023,77.72174766,78.55033914,77.72174766,78.14524841,389779
11/30/2023,78.60557738,78.6608215,77.39031219,77.39031219,862836
12/1/2023,77.83223054,77.99794884,76.65379241,77.24301147,499090
12/4/2023,77.33507631,77.35348633,76.35918354,76.74585724,565694
12/5/2023,76.72743944,77.53762091,76.00932915,77.05887604,597410
12/6/2023,77.94271132,78.67923163,77.53762058,77.61127472,781860
12/7/2023,77.74016846,77.74016846,74.86772018,75.82520294,1134819
12/8/2023,75.82520106,77.39031288,75.4017003,76.92998505,590684
12/11/2023,77.15094181,77.55602549,75.62265015,75.62265015,547275
12/12/2023,76.04615103,76.28552345,75.10708541,75.34645081,675733
12/13/2023,75.93567808,76.32235176,74.81247711,74.81247711,587463
